overall_qual,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,lot_frontage,lot_area,lot_shape,exter_qual,mas_vnr_stone,mas_vnr_none,mas_vnr_brick,neighborhood,bsmt_qual,total_bsmt_sf,garage_finish,garage_cars,garage_age,sold_years,house_age,remod_years,central_air,logsaleprice
10,4,2393,2,3,7,1,3,36.0,3951,-1,4,0,1,0,6,4,970.0,3,2.0,24.0,-10.0,24.0,23.0,1,12.751299696013497
5,4,2014,2,1,8,0,0,62.0,9856,0,3,0,1,0,2,2,716.0,1,2.0,122.0,-107.0,122.0,17.0,1,12.037653993905211
4,2,1242,1,1,4,0,0,84.0,16737,0,2,0,1,0,2,3,484.0,1,1.0,76.0,-62.0,76.0,72.0,0,11.607326140391713
7,4,2000,2,1,9,1,3,74.0,9627,0,2,0,0,1,3,4,996.0,3,3.0,29.0,-13.0,29.0,28.0,1,12.144197241812087
6,4,1412,1,1,6,1,4,50.0,6000,0,2,0,1,0,2,3,780.0,1,1.0,83.0,-71.0,83.0,72.0,1,11.794337924408413
5,4,990,1,1,5,0,0,65.0,9757,0,2,0,1,0,5,3,990.0,2,1.0,27.0,-16.0,28.0,28.0,1,11.870599909242044
5,4,1342,1,1,7,0,0,58.0,9280,0,2,0,1,0,2,2,1342.0,1,1.0,71.0,-57.0,71.0,71.0,1,11.736069016284437
9,4,1868,2,3,7,1,4,105.0,14780,-1,4,0,0,1,10,5,1868.0,3,3.0,17.0,-1.0,17.0,17.0,1,12.936033799212835
4,3,1363,1,1,6,0,0,60.0,7740,0,2,0,1,0,2,2,622.0,1,2.0,56.0,-101.0,112.0,72.0,1,11.740061037553975
6,3,1632,2,1,6,1,4,80.0,9600,0,2,0,0,0,2,3,1240.0,2,1.0,64.0,-52.0,64.0,34.0,1,11.842229212112828
10,4,2296,2,3,10,1,4,97.0,13478,-1,4,1,0,0,10,5,1722.0,2,3.0,14.0,-2.0,14.0,14.0,1,13.021326833226556
5,2,1678,2,1,10,0,0,65.0,10926,0,2,0,0,1,2,3,1678.0,0,0.0,44.0,-51.0,63.0,63.0,1,11.694413341015606
8,4,1296,2,2,6,0,0,60.1,6853,-1,3,0,0,1,7,5,1267.0,3,2.0,21.0,-9.0,21.0,20.0,1,12.301382825334498
6,2,1587,2,1,7,1,4,85.0,10667,0,2,0,0,1,2,3,1587.0,1,2.0,51.0,-37.0,51.0,51.0,1,12.027543886974914
5,4,1298,1,1,6,2,4,45.0,8212,0,2,0,1,0,2,3,720.0,1,1.0,82.0,-69.0,81.0,72.0,1,11.711776323715394
5,2,1728,2,1,10,0,0,70.0,9100,0,2,0,0,1,2,3,1728.0,1,2.0,59.0,-44.0,59.0,59.0,1,11.736069016284437
5,3,928,1,1,5,0,0,50.0,6000,0,2,0,1,0,2,3,928.0,3,1.0,65.0,-51.0,65.0,65.0,1,11.630708500626612
7,4,1795,2,2,7,0,0,78.0,9316,0,3,0,1,0,5,4,879.0,2,2.0,17.0,-2.0,17.0,16.0,1,12.160028707028767
6,3,1080,1,1,5,0,0,75.0,9464,0,2,0,0,1,2,3,1080.0,1,1.0,64.0,-50.0,64.0,64.0,1,11.820410164718188
7,4,1779,2,2,6,0,0,80.0,10400,0,2,0,1,0,5,4,866.0,2,2.0,24.0,-12.0,24.0,24.0,1,12.195517131590657
6,3,1635,1,2,5,0,0,59.0,5310,0,2,0,1,0,2,3,485.0,1,1.0,72.0,-97.0,112.0,19.0,1,11.669929213779893
7,4,1220,2,2,6,0,0,64.0,7406,0,3,1,0,0,5,4,1199.0,2,2.0,16.0,0.0,16.0,16.0,1,12.175613438045465
9,4,1310,1,2,5,1,3,41.6,4538,-1,3,0,0,1,6,5,1310.0,2,2.0,21.0,-7.0,21.0,21.0,1,12.560244459250788
5,3,1355,2,1,6,0,0,62.0,10106,0,2,0,1,0,2,3,644.0,0,0.0,44.0,-69.0,82.0,23.0,1,11.755871643580617
7,4,2295,2,2,9,1,3,83.9,13346,-1,3,0,1,0,10,4,1095.0,2,2.0,30.0,-15.0,30.0,22.0,1,12.498742259492994
4,4,1798,2,1,7,0,0,57.0,9639,0,2,0,1,0,2,3,1075.0,1,2.0,87.0,-108.0,122.0,72.0,1,11.827736204810263
7,4,1620,2,2,8,1,4,82.3,15387,-1,2,0,1,0,5,3,1620.0,1,2.0,55.0,-42.0,55.0,55.0,1,12.2783933071098
5,2,1216,1,1,5,0,0,75.0,10050,0,2,0,1,0,2,3,1216.0,2,1.0,67.0,-53.0,67.0,67.0,1,11.771436160121729
5,3,1344,1,1,7,0,0,51.2,6240,0,2,0,1,0,2,4,896.0,1,1.0,86.0,-71.0,86.0,72.0,1,11.652687407345388
5,2,1159,1,1,5,0,0,45.0,7506,0,2,0,1,0,2,3,747.0,1,1.0,90.0,-83.0,97.0,72.0,1,11.643953727376633
4,2,1056,1,1,5,0,0,65.9,8900,0,2,0,1,0,4,3,1056.0,1,1.0,56.0,-41.0,56.0,56.0,1,11.580584113444043
5,2,1216,1,1,6,0,0,80.0,8480,0,2,0,1,0,2,3,832.0,1,1.0,75.0,-62.0,75.0,72.0,1,11.682668239557323
6,2,1158,1,1,5,1,4,50.0,6000,0,2,0,1,0,2,3,862.0,2,1.0,93.0,-79.0,93.0,72.0,1,11.695247021764184
8,4,1538,2,2,7,0,0,74.0,8847,0,3,0,0,1,6,4,1538.0,2,2.0,17.0,-2.0,17.0,17.0,1,12.468436909997665
5,2,1143,1,1,6,0,0,61.7,8050,-1,2,0,0,1,2,3,1143.0,2,1.0,63.0,-52.0,63.0,63.0,1,11.820410164718188
4,2,872,1,1,5,0,0,70.0,8294,0,2,0,1,0,2,3,858.0,1,4.0,48.0,-37.0,51.0,51.0,1,11.719939634354555
6,2,1406,1,0,6,0,0,64.7,7920,-1,2,0,1,0,1,3,319.0,0,0.0,44.0,-89.0,102.0,72.0,1,11.401993904262946
6,4,1324,2,2,6,0,0,100.0,16737,-1,3,0,1,0,4,4,1324.0,3,2.0,17.0,-5.0,17.0,17.0,1,12.203569515312056
5,2,904,1,1,6,0,0,56.6,7162,-1,2,0,0,0,2,3,876.0,1,1.0,56.0,-42.0,56.0,56.0,1,11.607326140391713
7,4,2080,1,2,9,2,4,53.0,10918,0,3,0,1,0,5,4,1276.0,1,1.0,96.0,-84.0,96.0,18.0,1,12.363076394339839
6,4,848,1,2,3,1,4,37.0,4435,0,3,0,0,1,5,4,848.0,2,2.0,18.0,-3.0,18.0,18.0,1,11.956970055045868
4,4,1788,1,1,8,2,3,76.7,11250,0,2,0,1,0,6,3,1104.0,1,1.0,65.0,-53.0,65.0,33.0,1,11.992260421644849
6,3,1344,1,2,7,1,4,93.4,14375,-1,2,0,0,1,7,3,819.0,2,2.0,64.0,-52.0,64.0,64.0,1,11.831379196088763
5,1,2256,2,0,12,0,0,100.0,9045,0,2,0,1,0,2,3,840.0,0,0.0,44.0,-101.0,112.0,72.0,0,11.245046019814627
6,2,2060,2,1,8,1,3,97.0,10029,-1,3,0,0,1,6,4,1151.0,1,2.0,34.0,-20.0,34.0,33.0,1,12.259613412458204
6,4,1337,2,2,5,0,0,34.0,4060,0,3,0,1,0,2,4,1405.0,3,2.0,24.0,-10.0,24.0,23.0,1,12.106252310247962
6,2,1165,1,1,6,0,0,82.0,9020,0,2,0,0,1,2,3,1127.0,2,2.0,56.0,-42.0,56.0,56.0,1,12.071969661006694
5,4,1320,1,1,6,2,2,96.0,11777,-1,2,0,0,1,2,3,1164.0,2,2.0,56.0,-41.0,56.0,56.0,1,12.010665849187564
7,4,1535,2,2,7,0,0,70.0,10171,-1,3,0,0,1,10,4,1517.0,2,2.0,18.0,-7.0,18.0,18.0,1,12.273731294003989
7,2,2044,2,1,7,1,3,80.0,10400,0,2,0,0,1,5,4,738.0,1,2.0,42.0,-29.0,42.0,34.0,1,12.128111104060462
4,4,1136,1,1,6,0,0,52.0,6240,0,2,0,1,0,2,3,704.0,1,1.0,32.0,-79.0,93.0,72.0,1,11.719939634354555
6,2,1299,2,2,5,1,1,79.5,12150,-1,2,0,1,0,3,4,1001.0,2,2.0,43.0,-29.0,43.0,43.0,1,12.119969946476761
8,4,1441,2,2,5,0,0,34.0,3182,0,3,0,0,1,6,4,776.0,1,2.0,23.0,-9.0,23.0,22.0,1,12.066810578196666
5,2,1630,2,1,6,1,3,90.9,16737,-1,2,0,1,0,2,3,1073.0,1,2.0,69.0,-54.0,69.0,69.0,1,11.77528972943772
7,4,1641,1,3,6,1,4,60.0,9600,0,2,0,1,0,2,3,728.0,1,2.0,97.0,-82.0,97.0,32.0,1,12.089538829274222
5,3,1629,2,1,6,1,3,74.0,13830,-1,2,0,1,0,4,4,928.0,3,2.0,25.0,-13.0,25.0,24.0,1,12.154252896800378
6,4,848,1,2,4,0,0,40.9,4435,0,3,0,0,1,5,4,848.0,3,2.0,19.0,-7.0,19.0,18.0,1,11.877568578558138
6,4,816,1,1,5,0,0,55.5,5890,0,3,0,1,0,1,3,816.0,1,1.0,20.0,-79.0,92.0,15.0,1,11.699405031912846
5,4,1097,1,1,6,0,0,105.0,10859,0,2,0,1,0,5,4,1097.0,1,2.0,27.0,-16.0,28.0,27.0,1,11.884489021402711
8,4,1652,2,3,6,0,0,41.0,5330,0,3,0,1,0,10,4,1494.0,2,2.0,22.0,-8.0,22.0,22.0,1,12.43320821811392
4,2,1768,2,1,8,0,0,72.0,10778,0,2,0,1,0,2,3,1768.0,0,0.0,44.0,-43.0,54.0,54.0,0,11.824079893607152
4,2,1152,2,1,6,0,0,74.0,6845,0,2,0,0,0,2,0,0.0,0,0.0,44.0,-54.0,67.0,67.0,0,11.320553572322773
2,2,810,1,1,4,0,0,105.0,16737,0,1,0,1,0,1,0,0.0,1,1.0,47.0,-100.0,112.0,72.0,0,10.96171178029895
7,4,1358,2,2,6,1,4,80.0,10307,-1,3,1,0,0,10,4,1350.0,2,2.0,14.0,-3.0,15.0,14.0,1,12.266697267346608
6,4,1216,2,1,5,0,0,34.0,4500,0,2,0,0,1,3,5,1216.0,1,2.0,24.0,-9.0,24.0,24.0,1,12.007621706806335
6,3,1638,2,2,6,0,0,75.0,9060,0,2,0,0,1,1,3,967.0,1,1.0,65.0,-50.0,65.0,65.0,1,11.842229212112828
7,4,1252,2,2,4,0,0,34.0,3182,0,3,0,0,1,6,4,600.0,1,2.0,23.0,-9.0,23.0,22.0,1,11.982929094215963
5,2,883,1,1,5,1,2,70.0,7669,0,2,0,1,0,3,4,828.0,1,2.0,24.0,-18.0,30.0,29.0,1,11.911701584927597
5,2,874,1,1,5,0,0,62.0,9858,0,2,0,1,0,3,3,864.0,2,1.0,54.0,-42.0,54.0,54.0,1,11.77528972943772
7,3,1710,2,1,9,0,0,50.0,10300,-1,2,0,1,0,2,3,576.0,1,2.0,32.0,-90.0,101.0,72.0,1,11.84939770159144
8,4,1836,2,2,8,1,4,65.0,8125,0,3,0,0,1,6,4,1836.0,3,2.0,13.0,-2.0,14.0,13.0,1,12.48559653028049
5,2,1092,1,1,6,1,3,69.0,14850,-1,2,0,1,0,2,3,1092.0,3,1.0,65.0,-50.0,65.0,65.0,1,11.856515169360305
7,4,1241,1,2,4,0,0,35.0,4274,-1,3,0,1,0,6,4,1241.0,3,2.0,15.0,-1.0,16.0,15.0,1,12.205572520488492
6,2,1334,2,1,6,1,3,80.0,9650,0,2,0,0,1,5,4,1350.0,2,2.0,45.0,-33.0,45.0,45.0,1,12.031123843065632
6,4,1429,1,2,7,2,4,82.0,14585,-1,2,0,0,1,2,3,1144.0,1,2.0,62.0,-48.0,62.0,35.0,1,12.111212364506214
8,4,1566,2,2,7,0,0,75.0,9000,0,3,1,0,0,6,4,1566.0,2,2.0,14.0,-3.0,14.0,14.0,1,12.478006361013815
7,4,2288,1,2,8,2,3,90.5,13774,-1,2,0,0,1,5,4,908.0,2,2.0,45.0,-33.0,45.0,30.0,1,12.345834587905333
9,4,1709,2,2,5,1,3,50.0,5119,-1,3,0,0,1,6,5,1698.0,3,2.0,23.0,-9.0,23.0,22.0,1,12.703509032177148
8,4,1721,2,2,7,0,0,71.0,9254,-1,3,0,0,1,10,4,1721.0,2,2.0,17.0,-2.0,17.0,17.0,1,12.35749675449625
8,4,1254,2,2,5,0,0,95.0,10324,-1,3,0,0,1,5,4,1254.0,2,3.0,14.0,-2.0,14.0,14.0,1,12.309531353898404
5,3,1350,1,2,6,0,0,63.0,8375,0,2,0,1,0,2,3,576.0,1,3.0,49.0,-67.0,81.0,49.0,1,11.934263922234683
7,4,1630,2,2,6,1,3,75.0,9750,0,3,0,0,1,5,4,1630.0,1,2.0,22.0,-10.0,22.0,21.0,1,12.269047444691562
7,4,1585,2,2,7,0,0,74.0,7632,-1,3,0,0,1,4,4,784.0,2,2.0,17.0,-1.0,17.0,17.0,1,12.127570417375216
5,2,1336,1,1,5,2,4,90.0,15750,0,2,0,0,1,5,3,1165.0,1,1.0,69.0,-54.0,69.0,69.0,1,11.964001084330445
5,3,1211,1,1,6,1,3,76.8,9240,-1,2,0,1,0,2,3,864.0,1,2.0,50.0,-45.0,60.0,20.0,1,11.877568578558138
6,4,1353,2,1,5,1,3,80.0,10400,0,2,0,0,1,5,4,1259.0,2,2.0,43.0,-29.0,43.0,23.0,1,12.167071908180441
7,4,1200,2,1,6,1,3,80.0,8800,0,2,0,0,1,2,3,1174.0,2,2.0,56.0,-42.0,56.0,56.0,1,12.004568269319446
7,4,2329,2,2,10,1,5,86.0,11839,0,2,0,0,1,4,4,1475.0,1,2.0,32.0,-18.0,32.0,32.0,1,12.477167914377556
7,4,1536,2,2,7,0,0,70.0,9135,0,3,0,0,1,5,4,1536.0,2,2.0,20.0,-6.0,20.0,19.0,1,12.273731294003989
6,4,1811,1,3,6,1,4,90.0,14115,-1,2,0,1,0,5,3,1073.0,3,2.0,66.0,-51.0,66.0,18.0,1,12.345834587905333
7,4,2172,2,2,9,1,4,105.0,14154,0,3,0,0,1,10,5,1063.0,2,3.0,16.0,-1.0,16.0,16.0,1,12.542544882151386
4,3,1073,1,1,6,0,0,65.0,6565,0,2,0,1,0,1,3,1073.0,1,2.0,37.0,-50.0,65.0,42.0,1,11.84939770159144
6,2,1839,1,1,7,1,3,70.0,7700,0,2,0,0,1,2,3,756.0,1,2.0,56.0,-45.0,56.0,56.0,1,11.951180395901384
3,1,1020,1,0,5,0,0,63.0,4761,0,1,0,1,0,1,3,1020.0,0,0.0,44.0,-89.0,104.0,72.0,0,11.074420502783864
6,4,1802,2,2,8,1,4,87.0,12361,-1,3,0,0,1,4,4,946.0,2,4.0,22.0,-17.0,29.0,29.0,1,12.292250341771226
5,2,1009,2,1,6,1,2,72.0,9720,0,2,0,0,1,5,3,995.0,1,2.0,45.0,-30.0,45.0,45.0,1,11.982929094215963
8,4,1338,2,2,6,0,0,72.0,8640,0,3,0,1,0,6,4,1338.0,2,2.0,15.0,0.0,15.0,15.0,1,12.249610947544657
5,2,3820,3,3,11,2,4,105.0,16737,-1,2,0,1,0,2,0,0.0,1,2.0,63.0,-50.0,63.0,26.0,1,12.559191273266128
7,4,1392,2,2,5,0,0,34.0,3182,0,3,0,1,0,6,4,689.0,1,2.0,15.0,-1.0,15.0,15.0,1,11.891361900690473
8,4,1288,1,3,4,2,4,38.0,14963,-2,3,0,1,0,7,4,1260.0,3,2.0,26.0,-13.0,26.0,26.0,1,12.411052226216713
6,4,1013,1,1,6,0,0,50.0,5000,0,2,0,1,0,2,3,992.0,1,1.0,96.0,-83.0,96.0,72.0,1,11.635143097694478
8,4,1782,2,2,7,2,4,105.0,16737,-1,3,0,0,1,10,5,1782.0,3,3.0,18.0,-6.0,18.0,17.0,1,12.598114733306197
9,4,1922,2,2,8,1,4,86.0,14157,-1,3,1,0,0,10,5,1922.0,3,3.0,17.0,-2.0,17.0,16.0,1,12.841129801965447
10,4,1718,2,3,7,1,4,96.0,12456,0,4,1,0,0,10,5,1700.0,3,3.0,14.0,-4.0,16.0,15.0,1,12.729320789294722
10,4,2492,2,3,8,1,5,100.0,14836,-1,4,1,0,0,10,5,2492.0,3,3.0,18.0,-6.0,18.0,17.0,1,13.221303325259232
4,4,936,1,1,5,0,0,56.0,6956,0,2,0,1,0,2,2,624.0,1,1.0,74.0,-59.0,74.0,72.0,1,11.491701828518602
6,4,1218,2,2,4,0,0,75.0,7862,-1,3,0,1,0,6,4,1218.0,3,2.0,13.0,0.0,13.0,13.0,1,12.246734627249063
7,4,1820,2,2,8,1,3,71.7,11050,0,2,0,1,0,3,4,910.0,1,3.0,26.0,-13.0,26.0,25.0,1,12.269047444691562
7,4,1724,2,2,8,0,0,57.0,8924,-1,2,0,1,0,5,4,880.0,3,2.0,24.0,-10.0,24.0,23.0,1,12.144197241812087
6,4,1336,1,1,7,1,3,78.4,9610,-1,2,0,0,1,2,3,1121.0,2,2.0,64.0,-49.0,64.0,64.0,1,11.99535161421452
5,2,1558,1,1,6,0,0,75.0,13710,0,2,0,1,0,1,3,910.0,1,1.0,72.0,-58.0,72.0,72.0,1,11.931635799828413
7,4,1947,2,2,8,1,4,100.0,12552,0,3,0,1,0,6,4,991.0,2,2.0,18.0,-7.0,18.0,17.0,1,12.448626590364206
7,4,1657,2,2,6,0,0,43.0,14565,-2,3,0,0,1,4,4,832.0,2,2.0,28.0,-14.0,28.0,27.0,1,12.14950229404178
7,2,2064,2,2,7,2,2,56.0,16737,-1,3,0,0,1,5,4,2048.0,3,2.0,44.0,-30.0,44.0,44.0,1,12.367340793126296
5,2,1164,1,1,5,0,0,68.0,10880,0,2,0,1,0,2,3,1164.0,1,1.0,72.0,-58.0,72.0,72.0,0,11.736069016284437
7,4,836,1,1,4,0,0,34.0,3182,0,2,0,1,0,2,4,836.0,1,1.0,47.0,-36.0,47.0,47.0,1,11.695247021764184
1,2,1600,1,1,6,0,0,105.0,16737,0,2,0,1,0,3,0,0.0,1,1.0,71.0,-56.0,71.0,71.0,1,11.308358299228955
6,2,816,1,1,5,0,0,81.0,11841,0,2,0,0,1,2,4,816.0,0,0.0,44.0,-17.0,32.0,32.0,1,11.682668239557323
9,4,1766,2,3,7,1,4,85.0,9187,0,4,1,0,0,6,5,1766.0,3,3.0,13.0,0.0,13.0,13.0,1,12.823628446539173
5,2,2002,2,1,8,0,0,82.0,6270,0,2,0,1,0,5,3,1001.0,1,3.0,73.0,-58.0,73.0,72.0,0,11.884489021402711
7,4,1954,1,2,8,2,3,86.3,15660,-1,3,0,0,1,5,3,798.0,1,2.0,83.0,-70.0,83.0,16.0,1,12.649154617209645
7,4,1364,2,2,6,1,4,43.0,3182,0,3,0,0,1,5,4,1220.0,3,2.0,16.0,0.0,16.0,16.0,1,12.256052577835195
7,4,1861,2,2,8,0,0,95.0,13450,-1,3,0,1,0,5,4,916.0,2,2.0,20.0,-5.0,20.0,20.0,1,12.206072645530174
5,2,1734,2,2,8,0,0,75.0,10125,0,2,0,1,0,3,0,0.0,1,2.0,45.0,-33.0,45.0,45.0,1,11.744037185933616
4,3,1039,1,1,6,0,0,80.0,8146,0,3,0,1,0,2,2,405.0,1,1.0,82.0,-110.0,122.0,19.0,1,11.643953727376633
4,2,1510,2,2,7,0,0,60.0,9600,0,3,0,1,0,2,2,677.0,1,2.0,48.0,-100.0,112.0,72.0,1,11.379394072345706
8,4,2541,3,3,10,1,4,98.0,12328,-1,3,1,0,0,10,5,1149.0,3,3.0,17.0,-2.0,17.0,17.0,1,12.763586225373727
8,4,1512,2,2,6,0,0,76.0,10141,-1,3,0,0,1,4,4,1512.0,2,3.0,18.0,-6.0,18.0,18.0,1,12.220961258023925
7,4,1434,2,2,6,1,3,65.0,8529,-1,3,0,1,0,4,4,1454.0,2,2.0,21.0,-9.0,21.0,21.0,1,12.14950229404178
7,4,1653,2,2,6,0,0,65.0,8127,-1,3,0,1,0,6,4,812.0,2,2.0,19.0,-7.0,19.0,19.0,1,12.250089530946948
6,3,2007,2,3,8,0,0,70.0,8400,0,2,0,1,0,2,2,917.0,1,1.0,92.0,-110.0,122.0,72.0,1,11.982929094215963
5,2,1037,1,1,5,0,0,44.0,10751,-1,2,0,0,1,2,2,1037.0,2,2.0,48.0,-33.0,48.0,48.0,1,11.76756768334381
5,3,1389,1,1,6,1,3,77.0,10010,0,2,0,1,0,3,4,1389.0,2,2.0,47.0,-33.0,48.0,47.0,1,12.043553716032399
5,2,694,1,2,4,1,4,40.0,4280,0,2,0,1,0,5,3,440.0,1,1.0,32.0,-95.0,109.0,20.0,0,11.411446296020374
6,1,1096,1,1,5,0,0,60.0,9600,0,2,0,1,0,2,3,572.0,0,0.0,44.0,-85.0,98.0,72.0,0,11.27720313144916
5,2,894,1,1,5,0,0,70.0,9800,0,2,0,1,0,5,3,894.0,1,2.0,47.0,-35.0,50.0,50.0,1,11.917723684090689
5,2,864,1,1,5,0,0,63.0,7560,0,2,0,1,0,2,4,864.0,1,2.0,45.0,-38.0,51.0,51.0,1,11.719939634354555
4,1,1774,2,1,8,0,0,60.0,9600,0,2,0,1,0,2,3,1095.0,1,3.0,102.0,-107.0,122.0,72.0,0,11.37366339763672
6,2,1118,1,1,6,1,1,76.0,9880,0,2,0,1,0,3,3,1096.0,3,1.0,45.0,-31.0,45.0,45.0,1,12.049418835484797
6,2,1252,1,1,6,0,0,80.0,9600,0,2,0,1,0,2,3,1032.0,1,1.0,72.0,-58.0,72.0,72.0,1,11.686878772093667
5,2,1148,1,1,6,0,0,70.0,7931,0,2,0,1,0,2,3,1148.0,1,1.0,63.0,-51.0,63.0,63.0,1,11.794337924408413
8,1,1666,1,2,7,1,4,44.5,5100,0,2,0,1,0,2,3,588.0,1,1.0,97.0,-83.0,97.0,26.0,1,11.9891596439666
9,4,1947,2,2,7,1,3,74.4,9720,-1,3,0,0,1,5,4,1357.0,3,3.0,21.0,-7.0,21.0,20.0,1,12.520883385370206
5,2,912,1,1,5,1,2,70.0,8521,0,2,0,1,0,2,3,912.0,1,1.0,48.0,-44.0,55.0,55.0,1,11.736069016284437
5,2,1195,2,1,8,0,0,52.0,8741,0,2,0,1,0,2,3,1195.0,0,0.0,44.0,-62.0,76.0,72.0,0,11.49781182716018
8,4,1624,2,2,5,1,2,89.0,12461,0,3,0,1,0,10,4,1624.0,2,3.0,28.0,-13.0,28.0,27.0,1,12.476099782743233
5,2,914,1,1,5,0,0,76.0,6950,-1,2,0,0,1,5,3,914.0,1,2.0,43.0,-31.0,43.0,43.0,1,11.812289042195847
5,3,1328,1,1,5,2,4,105.0,16737,0,2,0,1,0,7,3,1350.0,2,1.0,63.0,-49.0,63.0,63.0,1,12.043553716032399
6,2,1461,1,1,6,1,4,53.0,7155,0,2,0,1,0,5,3,686.0,1,1.0,96.0,-82.0,96.0,31.0,1,11.813030057420567
6,4,2683,2,2,9,2,4,82.4,9205,-1,3,0,0,1,10,4,930.0,2,2.0,32.0,-18.0,32.0,31.0,1,12.577636201962656
7,4,1258,2,2,6,0,0,64.0,7697,0,3,0,0,1,4,4,1246.0,2,2.0,15.0,0.0,15.0,15.0,1,12.063932878369052
5,4,2008,3,3,8,0,0,78.0,7800,0,2,0,1,0,2,3,896.0,1,1.0,74.0,-59.0,74.0,20.0,1,12.323855681186558
5,2,1187,1,1,6,1,3,93.7,14357,-1,2,0,1,0,2,3,864.0,2,2.0,61.0,-46.0,61.0,61.0,1,11.852962767755937
5,3,990,1,1,5,0,0,65.0,8775,0,2,0,1,0,5,4,990.0,1,1.0,26.0,-13.0,28.0,28.0,1,11.744037185933616
8,4,1586,2,2,7,0,0,34.0,3182,0,3,0,0,1,6,4,960.0,1,2.0,23.0,-9.0,23.0,23.0,1,12.043553716032399
5,4,990,1,1,5,0,0,43.0,13568,-2,2,0,1,0,5,4,990.0,1,2.0,26.0,-12.0,27.0,27.0,1,11.957611286231675
5,2,1600,1,1,6,2,4,47.0,16321,-1,2,0,1,0,2,3,1484.0,2,1.0,65.0,-50.0,65.0,25.0,1,12.24288661865289
8,4,1792,2,2,8,0,0,72.0,8640,0,3,0,1,0,6,4,896.0,3,2.0,15.0,0.0,15.0,15.0,1,12.449018824140563
4,2,988,1,1,4,1,1,34.0,3182,0,2,0,1,0,1,4,462.0,2,1.0,49.0,-35.0,49.0,49.0,1,11.460578984598019
5,2,1170,1,1,6,1,3,70.0,7315,0,2,0,1,0,2,3,1170.0,2,1.0,64.0,-50.0,64.0,64.0,1,11.84939770159144
3,3,1376,1,1,7,0,0,42.0,7614,0,2,0,1,0,2,3,738.0,1,1.0,92.0,-102.0,117.0,72.0,1,11.481434797878858
5,4,1154,1,1,6,1,1,83.8,11000,-1,2,0,0,1,2,3,1154.0,2,2.0,56.0,-44.0,56.0,56.0,1,11.944707881395766
8,4,1772,2,2,7,0,0,71.3,10337,-1,3,0,1,0,2,3,725.0,1,2.0,30.0,-98.0,112.0,23.0,0,12.127570417375216
10,4,2084,2,3,7,1,4,105.0,14803,0,4,0,0,1,10,5,2078.0,3,3.0,15.0,-1.0,15.0,14.0,1,12.86099861326992
4,4,951,1,1,6,0,0,50.0,8765,0,2,0,1,0,1,3,951.0,1,1.0,86.0,-71.0,86.0,72.0,0,11.575900264131617
8,4,2687,2,2,10,2,3,105.0,12720,0,3,0,0,1,10,4,1455.0,2,3.0,22.0,-10.0,22.0,22.0,1,12.697715449879391
9,4,2490,2,3,9,2,4,85.0,11128,0,4,1,0,0,6,5,2458.0,3,3.0,17.0,-5.0,17.0,16.0,1,13.056223574899784
6,2,1666,1,1,4,0,0,60.0,5160,0,2,0,1,0,1,3,1204.0,1,1.0,95.0,-83.0,95.0,72.0,1,11.813030057420567
6,4,1141,1,1,6,0,0,63.0,13072,0,3,0,1,0,4,4,1141.0,1,2.0,17.0,-1.0,17.0,17.0,1,11.867097278690842
5,4,1464,1,1,7,0,0,73.0,8814,0,2,0,1,0,2,3,732.0,1,2.0,54.0,-41.0,54.0,54.0,1,11.856515169360305
5,2,1347,1,1,5,0,0,70.0,7000,0,2,0,1,0,2,4,1117.0,0,0.0,44.0,-99.0,112.0,31.0,1,11.585246126549855
5,2,1282,1,1,4,0,0,59.0,4484,-1,2,0,1,0,2,3,672.0,1,1.0,80.0,-66.0,80.0,43.0,0,11.594505451962652
6,4,1320,2,2,6,0,0,70.3,9019,-1,2,0,1,0,4,4,636.0,3,2.0,28.0,-13.0,28.0,28.0,1,11.918390573078392
3,1,936,1,1,6,0,0,60.0,8520,0,2,0,1,0,1,2,216.0,0,0.0,44.0,-91.0,106.0,72.0,0,11.26446410567173
8,4,1580,2,2,7,0,0,92.0,11932,0,3,1,0,0,6,4,1580.0,2,3.0,14.0,-1.0,15.0,14.0,1,12.367885325692589
7,2,1824,2,2,5,2,3,105.0,16737,-2,2,1,0,0,6,4,1643.0,1,2.0,51.0,-37.0,51.0,20.0,1,12.618182296357007
5,2,1558,2,1,5,0,0,40.0,14330,-1,2,0,1,0,5,3,864.0,3,2.0,47.0,-33.0,47.0,21.0,1,12.0015054797889
3,2,640,1,1,5,0,0,67.0,8777,0,2,0,1,0,2,0,0.0,1,1.0,77.0,-66.0,77.0,15.0,0,11.349229372299439
6,2,1322,2,1,6,1,2,34.0,3182,0,2,0,1,0,2,3,855.0,1,2.0,48.0,-36.0,48.0,48.0,1,11.898187865760873
7,4,1826,1,3,7,1,4,50.0,3182,0,3,0,1,0,2,3,910.0,1,1.0,107.0,-95.0,107.0,17.0,1,11.951180395901384
7,2,1339,2,1,6,1,3,50.0,8049,-1,2,0,0,1,7,4,1309.0,3,2.0,32.0,-17.0,32.0,32.0,1,12.100712129872347
4,1,1092,2,0,7,0,0,70.0,5600,0,1,0,1,0,1,0,0.0,0,0.0,44.0,-81.0,92.0,72.0,0,10.915088464214607
